status	path	src_sha256	program_src_sha256	notes
same	functions/display_error_message.asm	f76c536016798e0a36b57a4e58c9983ff3959febdb12bcf6051e92109835e38f	f76c536016798e0a36b57a4e58c9983ff3959febdb12bcf6051e92109835e38f	none
different	functions/engine.c	a575cca988bc1cfcb822e3153f4835ad6f190451beb128d48e99e47d33b87aad	70b6d641aba251aa96f573ea5a6bbca83c4e511cf35969ed67766440522e1dcd	none
different	functions/equipments.c	ddd22bd77543ff95de7b67323a1caa329cfa9c43ce00213887de9d5db0e713e5	be9d72a3526b99d7996da6c465db40b06b5c24949187e19e4adc57081db97040	none
different	functions/events.c	269f752175bbfbdb6b753b283c831ed2b09290120f5a7b2189a15931fb4453cd	6b910f2de7ed7d24b186eb2df6c3354bfdd7fa5c6e07d7797560d8047021eaf1	marker-checked
different	functions/exiledby.c	c9b805e91a259c28abd983ee13c2096372892eb2d05ef6bfd33d54c616c87469	cc959cd4d22e7753c71b0bd4e388ecb42fc78c63903199173952b8689ad3b66b	marker-checked
different	functions/functions.c	f532e7dc783104fd94ca273a7714bed331f7ef6494036e05dc387026012f09fe	53e0f0b6fee4e026dd72413c768ea8877a096c699dcd2d97658bb43b397ab0c2	marker-checked
missing-in-program	functions/gain_control_and_legend_rule.c	2527b943c458a3361eff413e9ee59534d8ed5364eca57bc2e1f4774be8e16e56		none
missing-in-program	functions/generic_life_artifact_charm.asm	5f90f3928a8d2eec26e6c52574a520feed53dfac1a791ed2c8008be3d164bfc4		none
same	functions/generic_protection_from.asm	75b196566d4469c7bb7ea7ac2f2d12a40ed4120e064f185dce40980b3078f99e	75b196566d4469c7bb7ea7ac2f2d12a40ed4120e064f185dce40980b3078f99e	none
missing-in-program	functions/get_card_instance.asm	fac41c2640038647e5ab1b708dbeb31c2e4ba81cd38d03d22c8fce588291e455		none
same	functions/get_power.asm	eb90ea798036b33a944daf7c64ffd352c5639dd1b13419c8b8f236c005691276	eb90ea798036b33a944daf7c64ffd352c5639dd1b13419c8b8f236c005691276	none
different	functions/global_checking.c	6d803597425ad6dc8f5dcef48f6f845320a64865e90eed5854ebb3022914624c	a9f049fee69f66975d6b2208cf691d9271d69f3d8af02b725e80e3b3a454ad09	none
different	functions/has_creature_type.c	88ff84887a6a4ec6c920e557c320a5de72ae368e212f9c8a5ba70ead4522e1fe	84959793abc47e136ff6dec9c422cc74774d46d91b11e7a3ad55bc943fea988b	none
same	functions/has_threshold.c	4ed017f9588bf03ed39a8edee9fcdc4f101a62d883e62ccb302a63e6bd155d31	4ed017f9588bf03ed39a8edee9fcdc4f101a62d883e62ccb302a63e6bd155d31	none
same	functions/helper_functions.c	93ad37a6bdc1d1a8895da1e1b254bc830d35ac61ec2a916b1a3f7785effdb6e5	93ad37a6bdc1d1a8895da1e1b254bc830d35ac61ec2a916b1a3f7785effdb6e5	none
missing-in-program	functions/horsemanship.asm	3a8cfa3938cdb97bbb72a64e9326af10da4cc55296eb019698ad439f91315bc8		none
missing-in-program	functions/in_play.asm	01301e1ace193a099981d89d14338c4aff4ad10b686881feb11a3c57ee4f6908		none
missing-in-program	functions/jatill.c	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855		none
different	functions/manipulate_and_damage_all.c	eb4f8c92693547ef05c63b67f06266828f2fcafe36ae88ab41b6d6b32ef39e4f	abdf2febb4d3df8265ec671bbbf46340e7e5d794b73f81a0e3277faee0c7302e	marker-checked
